Retailer_ID,Product_name,Product_description,Grammage,UPC,Ingredients,Warning,Product_sku,Brand,Rating,Review,Image_url,Retailer_URL,Selling_price
,Afrin Vapor Burst On-The-Go Daily Inhaler,"Introducing New Afrin Vapor Burst with a Natural Blend of Eucalyptol, Rosemary Oil, and Menthol – experience a new refreshing burst of WOW from Afrin! Crafted with a unique blend of natural ingredients, Afrin Vapor Burst offers scented vapors, ensuring you stay refreshed throughout your day. This on-the-go product is also discrete and convenient, so you can use it anytime, anywhere.
All-day, Every Day WOW: Experience a refreshing burst of WOW with the new daily Afrin Vapor Burst inhaler from the #1 Nasal Brand* *Based on Circana IRI Data
Instant Cooling Sensation: Infused with menthol, rosemary oil and eucalyptol this formula provides scented vapors while being small enough to be discreet, so you can bring Afrin Vapor with you anywhere, anytime
Unique Blend of Ingredients: Drug-free, crafted with a harmonious blend of natural essential oils, including eucalyptol, rosemary oil, and menthol
100% Drug-free, 100% WOW
Instant Rush of Refreshing Vapors: Experience with the unique blend of eucalyptol, rosemary oil, and menthol, providing incredible scented vapors
Made in Switzerland
Adults and children 12 years and older: inhale through each nostril separately. Repeat as desired.
©Bayer",0.8 ml,04110060117,[],"Do not use this product if
you are pregnant, breast-feeding, or are allergic to any ingredients in this product. If you experience an allergic reaction or other unexpected symptoms, discontinue use, and contact your health professional. Temporary discomfort such as burning, stinging, sneezing or increased nasal discharge may occur.
Use of the inhaler by more than one person may spread infection.
Not for children under 12 years of age
KEEP OUT OF REACH OF CHILDREN
For external use only",400670857,Afrin Vapor Burst,4.6,178,"['https://pics.walgreens.com/prodimg/670857/450.jpg', 'https://pics.walgreens.com/prodimg/670857/2_450.jpg', 'https://pics.walgreens.com/prodimg/670857/3_450.jpg', 'https://pics.walgreens.com/prodimg/670857/4_450.jpg', 'https://pics.walgreens.com/prodimg/670857/5_450.jpg', 'https://pics.walgreens.com/prodimg/670857/6_450.jpg', 'https://pics.walgreens.com/prodimg/670857/7_450.jpg']",,9.99
,Walgreens Severe Moisturizing Ultra Fine Sinus Relief Mist,"Oxymetazoline hydrochloride 0.05% / nasal decongestant.
Compare to Vicks Sinex Severe Moisturizing (This product is not manufactured or distributed by The Procter & Gamble Company, owner of the trademarks Vicks and Sinex).
Walgreens pharmacist recommended (Our pharmacists recommend the Walgreens brand. We invite you to compare to national brands).
12 hour.
Ultra-fine spray.
Helps relieve congestion & sinus pressure.
Soothing aloe.
Package contains one bottle.
how2recycle.info. walgreens.com. 1-800-222-1087.
Made in U.S.A. of U.S. and imported ingredients and components.
To Use: Squeeze grooved areas on both sides of the cap and twist counterclockwise. Align the lines on the groove at the base of the pump to enable spray. Before using the first time, prime metered pump by depressing pump firmly several times. To spray, hold bottle with thumb at base and nozzle between first and second fingers. Without tilting head, insert nozzle into nostril. Fully depress rim with a firm, even stroke and sniff deeply. Wipe nozzle clean after use. Secure cap after use. Important: Keep outer carton for future reference on full labeling.
To Open: Squeeze grooved areas on both sides of the cap and twist counterclockwise. To Spray: Align the lines on the groove at the base of the pump as shown in picture. See directions for full instructions.
1. Squeeze and unscrew cover.
2. Align rail grooves.
3. Depress and spray.
Adult and Children 6 to Under 12 Years of Age (With Adult Supervision): 2 or 3 sprays in each nostril not more often than every 10 to 12 hours. Do not exceed 2 doses in any 24-hour period. Children Under 6 Years of Age: Ask a doctor.
Store at controlled room temperature 20-25C (68-77F) ©2024 Walgreen Co.",0.5 fl oz,31191705288,['Oxymetazoline hydrochloride - 0.05 % (Nasal decongestant)'],"Ask a doctor before use if you have: heart disease; high blood pressure; thyroid disease; diabetes; trouble urinating due to enlarged prostate gland. When using this product: do not use more than directed; do not use for more than 3 days. Use only as directed. Frequent or prolonged use may cause nasal congestion to recur or worsen; temporary discomfort such as burning, stinging, sneezing or an increase in nasal discharge may occur.; use of this container by more than one person may spread infection. Stop use and ask a doctor if symptoms persist. If pregnant or breast-feeding, ask a health professional before use. Keep out of the reach of children. If swallowed, get medical help or contact a Poison Control Center right away.",400673401,Walgreens,4.0,4,"['https://pics.walgreens.com/prodimg/673401/450.jpg', 'https://pics.walgreens.com/prodimg/673401/2_450.jpg', 'https://pics.walgreens.com/prodimg/673401/3_450.jpg']",,9.99
,Astepro Allergy Antihistamine Nasal Spray,"Astepro Allergy is the first and only 24-hour, steroid-free nasal spray for allergy relief. While other allergy sprays may take hours to start working on the first day, Astepro starts working in 30 minutes. This steroid-free allergy spray provides long-lasting allergy relief of indoor and outdoor nasal allergy symptoms; nasal congestion, runny nose, sneezing, and itchy nose for up to 24 hours. Can be used once or twice daily for allergy relief. One spray contains 205.5 mcg of azelastine HCl.
While other allergy sprays may take hours to start working on the first day, Astepro, full-prescription strength allergy medicine, starts working in 30 minutes
Only 24-hour steroid-free nasal spray for allergy relief (among over-the-counter products)
Astepro allergy relief nasal spray provides up to 24-hour relief of nasal congestion, runny nose, sneezing and itchy nose
Full-prescription strength allergy medicine available without a prescription, Steroid-free, alcohol-free, fragrance-free nasal spray allergy relief
One pack of two Astepro Allergy Steroid Free Antihistamine Nasal Spray, 240 Metered Sprays Total
Read the User Guide for how to: prime the bottle before the first use, use the spray, prime bottle again if not used for 3 or more days, clean the spray nozzle if it gets clogged.
Adults and Children 12 years and over: This product may be used either once or twice a day: once daily: use 2 sprays in each nostril or twice daily: use 1 or 2 sprays in each nostril every 12 hours; do not use more than 4 sprays in each nostril in a 24-hour period.
Children 6 years to 11 years: an adult should supervise use, 1 spray in each nostril every 12 hours; do not use more than 2 sprays in each nostril in a 24-hour period.
Children under 6 years: do not use
Allergy symptoms, including nasal congestion, runny nose, sneezing, and itchy nose.
©Bayer",0.78 fl oz,04110058991,['Azelastine HCl (Equivalent to 187.6 mcg Azelastine) - 205.5 mcg (Antihistamine)'],"Only for use in the nose. Do not spray in eyes or mouth.
DO NOT USE if you have ever had an allergic reaction to this product or any of its ingredients.
ASK A DOCTOR BEFORE USE IF YOU HAVE:
have had recent nose ulcers or nose surgery
had a nose injury that has not healed.
WHEN USING THIS PRODUCT
Drowsiness may occur
avoid alcoholic drinks
alcohol, sedatives, and tranquilizers may increase drowsiness
be careful when driving a motor vehicle or operating machinery
You may get a bitter taste in your mouth. To avoid this, tilt your head downward while spraying
Nasal discomfort or sneezing may occur right after use
Do not share this bottle with anyone else as this may spread germs
STOP USE AND ASK A DOCTOR IF:
an allergic reaction, such as a skin rash, to this product occurs
you have severe or frequent nosebleeds
IF PREGNANT OR BREAST-FEEDING, ask a health professional before use.
KEEP OUT OF REACH OF CHILDREN. In case of overdose, get medical help or contact a Poison Control Center right away.",400642073,Astepro,3.9,3729,"['https://pics.walgreens.com/prodimg/642073/450.jpg', 'https://pics.walgreens.com/prodimg/642073/2_450.jpg', 'https://pics.walgreens.com/prodimg/642073/3_450.jpg', 'https://pics.walgreens.com/prodimg/642073/4_450.jpg', 'https://pics.walgreens.com/prodimg/642073/5_450.jpg', 'https://pics.walgreens.com/prodimg/642073/6_450.jpg', 'https://pics.walgreens.com/prodimg/642073/7_450.jpg', 'https://pics.walgreens.com/prodimg/642073/8_450.jpg', 'https://pics.walgreens.com/prodimg/642073/9_450.jpg', 'https://pics.walgreens.com/prodimg/642073/10_450.jpg']",,48.99
,Walgreens Daytime Severe Sinus Caplets Cool Blast,"Compare to the active ingredients in Tylenol Sinus Severe^^
Relieves sinus headache, nasal congestion, sinus pressure, chest congestion and mucus
Non-drowsy
Walgreens Pharmacist Recommended^
Learn more about Walgreens brand products
^Our pharmacists recommend the Walgreens brand. We invite you to compare to national brands.
^^This product is not manufactured or distributed by Johnson & Johnson Corporation, owner of the registered trademark Tylenol Sinus Severe.
**Satisfaction Guarantee valid on Walgreens owned brand products only.
*Compare the regular retail price of Walgreens brand products to the regular retail price of similar national brand products. 100% satisfaction guaranteed
Do not take more than directed.
Adults and children 12 years and over:
Take 2 caplets every 4 hours.
Swallow whole - do not crush, chew, or dissolve.
Do not take more than 10 caplets in 24 hours.
Children under 12 years, ask a doctor.
Other information
TAMPER EVIDENT: DO NOT USE IF OUTER PACKAGE IS OPENED OR BLISTER IS TORN OR BROKEN
Store at 25 degrees C (77 degrees F); excursions permitted between 15-30 degrees C (59-86 degrees F).
KEEP OUTER PACKAGE FOR COMPLETE PRODUCT INFORMATION
Temporarily relieves these symptoms associated with hay fever or other respiratory allergies, and the common cold:
Headache
Nasal congestion
Minor aches and pains
Sinus congestion and pressure
Helps loosen phlegm (mucus) and thin bronchial secretions to make coughs more productive
Temporarily reduces fever
©2021 Walgreen Co.",24.0 ea,31191710372,"['Acetaminophen - 325 mg (Pain Reliever/Fever Reducer)', 'Guaifenesin - 200 mg (Expectorant)', 'Phenylephrine HCl (5 mg) (Nasal Decongestant)']","Liver warning:
This product contains acetaminophen. Severe liver damage may occur if you take
More than 4,000 mg of acetaminophen in 24 hours
With other drugs containing acetaminophen
3 or more alcoholic drinks every day while using this product
Allergy Alert:
Acetaminophen may cause severe skin reactions. Symptoms may include:
Blisters
Rash
Skin Reddening
If a skin reaction occurs, stop use and seek medical help right away.
Do not use
With any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist.
If you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product.
If you have ever had an allergic reaction to this product or any of its ingredients
Ask a doctor before use if you have
Cough that occurs with too much phlegm (mucus)
Persistent or chronic cough such as occurs with smoking, asthma, chronic bronchitis, or emphysema
Heart disease
Thyroid disease
Diabetes
Liver disease
High blood pressure
Difficulty in urination due to enlargement of the prostate gland
Ask a doctor or pharmacist before use if you are
taking the blood thinning drug warfarin.
When using this product do not exceed the recommended dosage.
Stop use and ask a doctor if
Nervousness, dizziness, or sleeplessness occur
Pain, nasal congestion, or cough gets worse or lasts more than 7 days
Fever gets worse or lasts more than 3 days
Redness or swelling is present
New symptoms occur
Cough comes back or occurs with rash or headache that lasts. These could be signs of a serious condition.
If pregnant or breast-feeding,
ask a health professional before use.
Keep out of reach of children.
In case of accidental overdose, get medical help or contact a Poison Control Center right away. Prompt medical attention is critical for adults as well as children even if you do not notice any signs or symptoms.
TAMPER EVIDENT: DO NOT USE IF OUTER PACKAGE IS OPENED OR IF BLISTER UNIT IS TORN, BROKEN OR SHOWS ANY SIGNS OF TAMPERING.",sku5814900,Walgreens,4.4,152,"['https://pics.walgreens.com/prodimg/369453/450.jpg', 'https://pics.walgreens.com/prodimg/369453/2_450.jpg', 'https://pics.walgreens.com/prodimg/369453/3_450.jpg', 'https://pics.walgreens.com/prodimg/369453/4_450.jpg', 'https://pics.walgreens.com/prodimg/369453/5_450.jpg', 'https://pics.walgreens.com/prodimg/369453/6_450.jpg', 'https://pics.walgreens.com/prodimg/369453/7_450.jpg', 'https://pics.walgreens.com/prodimg/369453/8_450.jpg', 'https://pics.walgreens.com/prodimg/369453/9_450.jpg']",,8.49
,Primatene Mist Epinephrine Inhalation Aerosol 160 Metered Sprays,"Epinephrine Inhalation Aerosol 0.125 mg per spray - The asthma relief you remember is back. Primatene MIST is the only FDA approved, over-the-counter asthma inhaler.
Made in United States
read the consumer information insert for detailed directions on how to use this product
©2018 Armstrong Pharmaceuticals, Inc.",1.0 ea,31727055300,['Epinephrine - 0.125 mg (Bronchodilator)'],For oral inhalation onlyFor temporary relief of mild symptoms of intermittent asthma,sku6323554,Primatene,4.4,1679,"['https://pics.walgreens.com/prodimg/609805/450.jpg', 'https://pics.walgreens.com/prodimg/609805/2_450.jpg']",,32.99
,Sudafed PE Day + Night Maximum Strength Sinus Decongestant,"Sudafed PE Sinus Congestion Day + Night Maximum Strength Tablets for powerful symptom relief
Multi-pack contains 12 Daytime and 8 Nighttime tablets for relief during the day & while you sleep
The maximum strength medicine helps to temporarily alleviate sinus pressure and sinus congestion
Relieves nasal congestion due to the common cold, hay fever, or upper respiratory allergies
Nighttime tablets help relieve sneezing, runny nose, itchy, watery eyes and itchy throat or nose
Both the day and night formulas contains 10 mg of the nasal decongestant phenylephrine HCl per tablet
Each nighttime dose also contains 25 mg of the antihistamine diphenhydramine HCl
From the #1 pharmacist recommended brand among oral OTC decongestants; for adults and children 12+
Get powerful relief from sinus pressure and sinus congestion with Sudafed PE Sinus Congestion Day + Night Maximum Strength Decongestant Tablets. From the #1 pharmacist recommended brand among oral OTC decongestants, this multi-pack contains both daytime and nighttime tablets for effective multiple symptom relief. Both the day and night formulas contain 10 milligrams of the nasal decongestant phenylephrine HCl to temporarily relieve sinus congestion and pressure, as well as nasal congestion due to the common cold, hay fever, or upper respiratory allergies. The nighttime decongestant medicine also contains 25 mg of the antihistamine diphenhydramine HCl per tablet, which works to temporarily relieve sneezing, runny nose, itchy, watery eyes and itchy throat or nose to help you sleep at night. This maximum strength medicine can be used by adults and children 12 years and older for powerful sinus pressure and congestion relief.
Questions or comments?
call
1-888-217-2117
(toll-free) or
215-273-8755
(collect)
Made in United States
SUDAFED PE
Sinus Congestion Daytime
Do not take the day and night tablets at the same time.
Do not take more than a total of 6 tablets in a 24-hour period.
Take only as directed.
Important: Read all product information before using. Keep box for important information.
Adults and children 12 years and over
Take 1 tablet every 4 hours
Do not take more than 6 tablets in 24 hours
Children under 12 years
Ask a doctor
Other information
Store between 20-25C (68-77F)
SUDAFED PE
Sinus Congestion Nighttime
Adults and children 12 years and over
Take 1 tablet every 4 hours
Do not take more than 6 tablets in 24 hours
Children under 12 years
Ask a doctor
Other information
Store between 20-25C (68-77F)
SUDAFED PE
Sinus Congestion Daytime
Temporarily relieves sinus congestion and pressure
Temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies
SUDAFED PE
Sinus Congestion Nighttime
Temporarily relieves these symptoms due to hay fever or other upper respiratory allergies:
Runny nose
Sneezing
Itchy, watery eyes
Itching of the nose or throat
Nasal congestion
Temporarily relieves these symptoms due to the common cold:
Runny nose
Sneezing
Nasal congestion
Temporarily relieves sinus congestion and pressure
©Johnson & Johnson",20.0 ea,30045011321,"['Phenylephrine HCl - 10 mg (Nasal Decongestant)', 'Diphenhydramine HCl - 25 mg (Antihistamine)', 'Phenylephrine HCl - 10 mg (Nasal decongestant)']","SUDAFED PE
Sinus Congestion Daytime
Do not use
if you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product.
Ask a doctor before use if you have
Heart disease
High blood pressure
Thyroid disease
Diabetes
Trouble urinating due to an enlarged prostate gland
When using this product do not exceed recommended dose
Stop use and ask a doctor if
Nervousness, dizziness, or sleeplessness occur
Symptoms do not improve within 7 days or occur with a fever
If pregnant or breast-feeding,
ask a health professional before use.
Keep out of reach of children.
In case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222)
SUDAFED PE
Sinus Congestion Nighttime
Do not use
To make a child sleepy
With any other product containing diphenhydramine, even one used on skin
If you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product.
Ask a doctor before use if you have
Heart disease
High blood pressure
Thyroid disease
Diabetes
Trouble urinating due to an enlarged prostate gland
A breathing problem such as emphysema or chronic bronchitis
Glaucoma
Ask a doctor or pharmacist before use if you are
taking sedatives or tranquilizers
When using this product
Do not exceed recommended dose
Marked drowsiness may occur
Avoid alcoholic drinks
Alcohol, sedatives, and tranquilizers may increase drowsiness
Be careful when driving a motor vehicle or operating machinery
Excitability may occur, especially in children
Stop use and ask a doctor if
Nervousness, dizziness, or sleeplessness occur
Symptoms do not improve within 7 days or occur with a fever
If pregnant or breast-feeding,
ask a health professional before use.
Keep out of reach of children.
In case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222)
SUDAFED PE
Sinus Congestion Daytime
Temporarily relieves sinus congestion and pressure
Temporarily relieves nasal congestion due to the common cold, hay fever or other upper respiratory allergies
SUDAFED PE
Sinus Congestion Nighttime
Temporarily relieves these symptoms due to hay fever or other upper respiratory allergies:
Runny nose
Sneezing
Itchy, watery eyes
Itching of the nose or throat
Nasal congestion
Temporarily relieves these symptoms due to the common cold:
Runny nose
Sneezing
Nasal congestion
Temporarily relieves sinus congestion and pressure",sku6308171,Sudafed,4.1,211,"['https://pics.walgreens.com/prodimg/601467/450.jpg', 'https://pics.walgreens.com/prodimg/601467/2_450.jpg', 'https://pics.walgreens.com/prodimg/601467/3_450.jpg', 'https://pics.walgreens.com/prodimg/601467/4_450.jpg', 'https://pics.walgreens.com/prodimg/601467/5_450.jpg']",,10.99
,TYLENOL Sinus Severe Non-Drowsy Day Cold & Flu Relief Caplets,"Tylenol Sinus Severe Daytime Medicine Caplets for non-drowsy cold, flu & allergy symptom relief.
Pain reliever, decongestant, fever reducer & expectorant to help relieve sinus headache & pressure.
Cold & flu symptom relief medicine helps decongest sinus openings & passages & loosens phlegm.
Each caplet contains 325 mg of acetaminophen to temporarily relieve pain and reduce fever.
Each caplet contains 5 mg of phenylephrine HCl, a nasal decongestant to help clear nasal passages.
Each caplet contains 200 mg of expectorant guaifenesin to help make coughs more productive.
The non-drowsy decongestant formula of this sinus medicine provides effective daytime symptom relief.
Sinus & chest congestion relief caplets are suitable for adults and children ages 12 years and older.
Tylenol Sinus Severe Daytime Caplets offer temporary relief of symptoms associated with hay fever or other respiratory allergies, the flu or the common cold, including fever, headache, sinus congestion and pressure, nasal congestion, chest congestion, and minor aches and pains. Each sinus relief caplet contains 325 mg of the pain reliever and fever reducer acetaminophen, 5 mg of the nasal decongestant phenylephrine HCl, and 200 mg of the expectorant guaifenesin. When taken as directed, this cold and flu symptom relief medicine can help decongest sinus openings and passages, help clear nasal passages, and help loosen phlegm and thin bronchial secretions to make coughs more productive. From the #1 doctor-recommended pain relief brand, the non-drowsy decongestant formula can be taken during the day and is suitable for adults and children 12 years and over.
Questions or comments? Call 1-877-895-3665 (toll-free) or 215-273-8755 (collect)
Made in Italy
Do not take more than directed (see overdose warning).
Adults and children 12 years and over:
Take 2 caplets every 4 hours.
Swallow whole; do not crush, chew or dissolve.
Do not take more than 10 caplets in 24 hours.
Children under 12 years:
Ask a doctor.
Other information:
Each caplet contains: sodium 3 mg.
Store between 20-25C (68-77F).
Do not use if blister unit is torn or broken.
©Johnson & Johnson",24.0 ea,30045026225,"['Acetaminophen - 325 mg (Pain reliever/fever reducer)', 'Guaifenesin - 200 mg (Expectorant)', 'Phenylephrine HCl (5 mg) (Nasal decongestant)']","Liver warning: This product contains acetaminophen. The maximum daily dose of this product is 10 caplets (3,250 mg acetaminophen) in 24 hours. Severe liver damage may occur if you take:
More than 4,000 mg of acetaminophen in 24 hours.
With other drugs containing acetaminophen.
3 or more alcoholic drinks every day while using this product.
Allergy alert: acetaminophen may cause severe skin reactions. Symptoms may include:
Skin reddening
Blisters
Rash If a skin reaction occurs, stop use and seek medical help right away.
Do not use:
With any other drug containing acetaminophen (prescription or nonprescription). If you are not sure whether a drug contains acetaminophen, ask a doctor or pharmacist.
If you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product.
If you have ever had an allergic reaction to this product or any of its ingredients.
Ask a doctor before use if you have:
Liver disease
Heart disease
High blood pressure
Thyroid disease
Diabetes
Trouble urinating due to an enlarged prostate gland
Persistent or chronic cough such as occurs with smoking, asthma, chronic bronchitis, or emphysema
Cough that occurs with too much phlegm (mucus)
Ask a doctor or pharmacist before use if you are taking the blood thinning drug warfarin
When using this product do not exceed recommended dose.
Stop use and ask a doctor if:
Nervousness, dizziness, or sleeplessness occur.
Pain, nasal congestion or cough gets worse or lasts more than 7 days.
Fever gets worse or lasts more than 3 days.
Redness or swelling is present.
New symptoms occur.
Cough comes back or occurs with a rash or headache that lasts.
These could be signs of a serious condition.
If pregnant or breast-feeding, ask a health professional before use.
Keep out of reach of children.
Overdose warning: In case of overdose, get medical help or contact a Poison Control Center right away. (1-800-222-1222) Quick medical attention is critical for adults as well as for children even if you do not notice any signs or symptoms.",sku6090724,TYLENOL,4.5,217,"['https://pics.walgreens.com/prodimg/446745/450.jpg', 'https://pics.walgreens.com/prodimg/446745/2_450.jpg', 'https://pics.walgreens.com/prodimg/446745/3_450.jpg', 'https://pics.walgreens.com/prodimg/446745/4_450.jpg', 'https://pics.walgreens.com/prodimg/446745/5_450.jpg', 'https://pics.walgreens.com/prodimg/446745/6_450.jpg', 'https://pics.walgreens.com/prodimg/446745/7_450.jpg', 'https://pics.walgreens.com/prodimg/446745/8_450.jpg', 'https://pics.walgreens.com/prodimg/446745/9_450.jpg', 'https://pics.walgreens.com/prodimg/446745/10_450.jpg']",,11.99
,Advil Sinus Congestion & Pain Coated Tablets 10,"Non-drowsy
One tablet dose
By treating both congestion and associated pain in just one non-drowsy pill, Advil Sinus Congestion & Pain does more than single-symptom treatments that may only target half the problem.
Fast, effective relief of severe cold symptoms. The only cold medicine with the speed & strength of Advil.
Call weekdays from 9 AM to 5 PM EST toll free at 1-800-88-ADVIL
Made in UNITED STATES
Do not take more than directed
Adults and children 12 years of age and over:
Take 1 tablet every 4 hours while symptoms persist
Do not use more than 6 tablets in any 24-hour period unless directed by a doctor
Children under 12 years of age: do not use because this product contains too much medication for children under this age
©
©2015 Pfizer Inc.",10.0 ea,30573019911,"['Ibuprofen (NSAID) - 200 mg (Pain reilever/fever reducer)', 'Phenylephrine HCl - 10 mg (Nasal decongestant)', '(Nonsteroidal Anti-Inflammatory Drug)']","Allergy alert:
Ibuprofen may cause a severe allergic reaction, especially in people allergic to aspirin. Symptoms may include:
Hives
Facial swelling
Asthma (wheezing)
Shock
Skin reddening
Rash
Blisters
If an allergic reaction occurs, stop use and seek medical help right away.
Stomach bleeding warning:
This product contains an NSAID, which may cause severe stomach bleeding. The chance is higher if you:
Are age 60 or older
Have had stomach ulcers or bleeding problems
Take a blood thinning (anticoagulant) or steroid drug
Take other drugs containing prescription or nonprescription NSAIDs [aspirin, ibuprofen, naproxen, or others]
Have 3 or more alcoholic drinks every day while using this product
Take more or for a longer time than directed
Do not use
In children under 12 years of age because this product contains too much medication for children under this age
If you have ever had an allergic reaction any other pain reliever/fever reducer
Right before or after heart surgery
If you are now taking a prescription monoamine oxidase inhibitor (MAOI) (certain drugs for depression, psychiatric, or emotional conditions, or Parkinson's disease), or for 2 weeks after stopping the MAOI drug. If you do not know if your prescription drug contains an MAOI, ask a doctor or pharmacist before taking this product
Ask a doctor before use if
Stomach bleeding warning applies to you
You have problems or serious side effects from taking pain relievers or fever reducers
You have a history of stomach problems, such as heartburn
You have high blood pressure, heart disease, liver cirrhosis, kidney disease, asthma, thyroid disease, diabetes or have trouble urinating due to an enlarged prostate gland
You are taking a diuretic
Ask a doctor or pharmacist before use if you are
Under a doctor's care for any serious condition
Taking any other product that contains phenylephrine or any other nasal decongestant
Taking aspirin for heart attack or stroke, because ibuprofen may decrease this benefit of aspirin
Taking any other drug
When using this product
Take with food or milk if stomach upset occurs
The risk of heart attack or stroke may increase if you use more than directed or for longer than directed
Stop use and ask a doctor if
You experience any of the following signs of stomach bleeding:
Feel faint
Vomit blood
Have bloody or black stools
Have stomach pain that does not get better
Pain gets worse or lasts more than 7 days
Fever gets worse or lasts more than 3 days
Nasal congestion lasts for more than 7 days
Symptoms continue or get worse
Redness or swelling is present in the painful area
You get nervous, dizzy, or sleepless
Any new symptoms appear
If pregnant or breast-feeding,
ask a health professional before use. It is especially important not to use ibuprofen during the last 3 months of pregnancy unless definitely directed to do so by a doctor because it may cause problems in the unborn child or complications during delivery.
Keep out of reach of children.
In case of overdose, get medical help or contact a Poison Control Center right away. Product inside sealed in plastic blister with foil backing. Do not use if plastic blister foil barrier is broken.
Temporarily relieves these symptoms associated with the common cold or flu:
Headache
Fever
Sinus pressure
Nasal congestion
Minor body aches and pains
Reduces swelling of the nasal passages
Temporarily restores freer breathing through the nose",sku6247560,Advil,4.5,2408,"['https://pics.walgreens.com/prodimg/559448/450.jpg', 'https://pics.walgreens.com/prodimg/559448/2_450.jpg', 'https://pics.walgreens.com/prodimg/559448/3_450.jpg', 'https://pics.walgreens.com/prodimg/559448/4_450.jpg']",,8.29
,Vicks Personal Steam Inhaler,"Comforting sinus relief. Helps provide relief from allergies, congestion and colds. Quick and easy 5-15 minute treatment. Variable steam control for maximum effectiveness.
Put unit on sturdy table, plug in. Fill base with water. Turn unit on and wait for steam. Place face over mask and for 5-15 minutes.  Soft comfortable mask. Use with Vicks VapoPads for soothing menthol scent. ©Kaz",1.0 ea,32878550200,[],"Comforting sinus relief. Helps provide relief from allergies, congestion and colds. Quick and easy 5-15 minute treatment. Variable steam control for maximum effectiveness.
Put unit on sturdy table, plug in. Fill base with water. Turn unit on and wait for steam. Place face over mask and for 5-15 minutes.  Soft comfortable mask. Use with Vicks VapoPads for soothing menthol scent. ©Kaz",sku6293632,Vicks,4.2,774,"['https://pics.walgreens.com/prodimg/601483/450.jpg', 'https://pics.walgreens.com/prodimg/601483/2_450.jpg', 'https://pics.walgreens.com/prodimg/601483/3_450.jpg', 'https://pics.walgreens.com/prodimg/601483/4_450.jpg', 'https://pics.walgreens.com/prodimg/601483/5_450.jpg', 'https://pics.walgreens.com/prodimg/601483/6_450.jpg', 'https://pics.walgreens.com/prodimg/601483/7_450.jpg']",,59.99
,Benzedrex Inhaler Nasal Decongestant,"Temporarily relieves sinus pressure and stuffy nose
Quick Nasal Congestion Relief
Allergies
Hay Fever
Colds
Contains:
One Inhaler with Medicated Vapors
Questions? 1-800-324-1880
Made in UNITED STATES
This product delivers in each 800 milliliters of air,  0.40 to 0.50 milligrams of propylhexedrine.
Adults and children 6-12 years of age (with adult supervision): 2 inhalations in each nostril not more than every 2 hours.
Children under 6 years of age: consult a doctor.
Temporarily relieves nasal congestion due to a cold, hay fever, or other upper respiratory allergies (allergic rhinitis).
©2014 B.F. Ascher & Co., Inc.",1.0 ea,30225061023,['Propylhexedrine - 175 mg (Nasal Decongestant)'],"Do not exceed recommended dosage.
Stop use and consult a doctor if
symptoms persist.
This product may cause
temporary discomfort such as burning, stinging, sneezing, or an increase in nasal discharge.
The use of this container by more than one person
may spread infection.
Use only as directed.
Do not use this product
for more than three days.
Frequent or prolonged use
may cause nasal congestion to recur or worsen.
Ill effects may result if taken internally.
If pregnant or breast-feeding,
ask a health professional before use.
Keep this and all drugs
out of reach of children. In case of overdose or ingestion of contents, get medical help or contact a poison control center immediately.
Temporarily relieves nasal congestion due to a cold, hay fever, or other upper respiratory allergies (allergic rhinitis).",sku6039012,Benzedrex Inhaler,4.5,103,"['https://pics.walgreens.com/prodimg/43050/450.jpg', 'https://pics.walgreens.com/prodimg/43050/2_450.jpg']",,8.99
