product_id,product_name,brand,grammage_quantity,grammage_unit,pdp_url,selling_price,regular_price,currency,country_of_origin,breadcrumb,product_description,image_url
0000000000004846,"Organic Grass Fed 93% Lean Ground Beef, 1 lb",Simply Nature,1,lb,https://www.aldi.us/product/simply-nature-organic-grass-fed-93-lean-ground-beef-1-lb-0000000000004846,8.05,8.05,USD,USA,Home > Healthy Living > Healthy Food & Snacks,"Cook up juicy burgers for your whole family with this Simply Nature 93% Lean Organic Grass Fed Ground Beef. The organic ground beef is 93% lean and 7% fat for a hearty, flavorful, and protein-packed meal. Shape the fresh, never frozen beef into meatballs or burgers, or crumble it for a spicy taco or tomato-based pasta sauce.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/e9fc48a8-db7e-42ef-aced-24bf504603ab/Organic%20%20Grass%20%20Fed%2093%25%20Lean%20Ground%20Beef%201%20lb']
0000000000008054,"Organic Chicken Breasts, per lb",Simply Nature,,,https://www.aldi.us/product/simply-nature-organic-chicken-breasts-0000000000008054,4.99,4.99,USD,,Home > Healthy Living > Healthy Food & Snacks,"Complete a delicious and creamy chicken alfredo with these Simply Nature Organic Chicken Breasts. The fresh, never frozen chicken breasts are tender, juicy, and flavorful to complement any dish. Grill, bake, or pan-sear them for a dinner the whole family will love.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/ab9ed410-d294-4b40-9dea-f4eaadbd0667/Organic%20Chicken%20Breasts%20per%20lb']
0000000000008984,"Organic 100% Gold Fusion Juice, 33.8 fl oz",Simply Nature,33.8,fl oz,https://www.aldi.us/product/simply-nature-organic-100-gold-fusion-juice-33-8-fl-oz-0000000000008984,3.95,3.95,USD,,Home > Healthy Living > Healthy Food & Snacks,"Start your day the right way with a glass of this Simply Nature Organic 100% Gold Fusion Juice! The non-GMO juice is packed with Vitamin C from 4 fresh fruits and vegetables, including green & red apples, oranges, and carrots. Enjoy yours with a fluffy egg white omelette, a yogurt & granola parfait, or a plate of loaded avocado toast for a healthy breakfast!","['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/d4e731fa-d50e-4238-879d-e0de85164ea0/Organic%20100%25%20Gold%20Fusion%20Juice%2033.8%20fl%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/c6f49b93-0e71-42f9-9844-e90cb0b9074a/Organic%20100%25%20Gold%20Fusion%20Juice%2033.8%20fl%20oz']"
0000000000009367,"Cracked Pepper Woven Wheat Crackers, 9 oz",Savoritz,9,oz,https://www.aldi.us/product/savoritz-cracked-pepper-woven-wheat-crackers-9-oz-0000000000009367,2.55,2.55,USD,USA,"Home > Snacks > Chips, Crackers & Popcorn",,['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/0dae86b7-9e6e-4f5f-9590-77569cc55dea/Cracked%20Pepper%20Woven%20Wheat%20Crackers%209%20oz']
0000000000009506,"Bagel Skinny's, 13 oz",L'oven Fresh,13,oz,https://www.aldi.us/product/l-oven-fresh-plain-bagel-skinny-s-13-oz-0000000000009506,2.99,2.99,USD,USA,Home > Healthy Living > Healthy Food & Snacks,"Enjoy a lighter breakfast with these L'Oven Fresh Plain Bagel Skinnys! Each soft, chewy bagel comes pre-sliced and only has 110 calories. Top your bagel slim with tangy cream cheese and berries, or go for a savory start to your day with bacon, a fried egg, and cheddar cheese!",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/ea50e606-59a4-4d10-967b-3f6c33ed4f3a/Bagel%20%20Skinnys%2013%20oz']
0000000000009525,"Organic Ginger Lemon Kombucha, 16 fl oz",VitaLife,16,fl oz,https://www.aldi.us/product/vitalife-organic-ginger-awakening-kombucha-16-fl-oz-0000000000009525,2.19,2.19,USD,USA,Home > Healthy Living > Healthy Food & Snacks,Take care of your gut health with this VitaLife Organic Ginger Lemon Kombucha! The fermented sparkling tea is packed with billions of live probiotic cultures to promote healthy digestion. Sip the tasty ginger lemon kombucha at home or while running errands downtown to support your body all day!,"['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/3b0d7451-6ab9-4508-9a61-513477952235/Organic%20Ginger%20Lemon%20Kombucha%2016%20fl%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/3d333767-7c90-46de-a6b1-1c56d9a2106e/Organic%20Ginger%20Lemon%20Kombucha%2016%20fl%20oz']"
0000000000009713,"Chocolate Almond Brownie Keto Bar, 4 count",Elevation,,,https://www.aldi.us/product/elevation-chocolate-almond-brownie-keto-bar-5-count-0000000000009713,,,USD,,Home > Healthy Living > Healthy Food & Snacks,"Elevation Chocolate Almond Brownie Keto Bars from ALDI make it easy to satisfy your sweet tooth while staying on track. Enjoy a delicious treat when you snack on these low-carb bars, packed with rich chocolate flavor and crunchy almond pieces. Enjoy a convenient on-the-go snack option or a tasty dessert that aligns with your nutritional goals.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/c53284ca-4a13-4415-8deb-f5be1a0250fb/Chocolate%20Almond%20Brownie%20Keto%20Bar%204%20count']
0000000000009930,"Graintastic Organic Bread, 27 oz",Simply Nature,27,oz,https://www.aldi.us/product/simply-nature-graintastic-organic-bread-27-oz-0000000000009930,4.65,4.65,USD,USA,Home > Healthy Living > Healthy Food & Snacks,"Instantly elevate your morning toast with this Simply Nature Graintastic Organic Bread! The non-GMO verified bread is made with 21 whole grains and seeds and is packed with protein and fiber. Enjoy yours with creamy peanut butter and banana slices, or top them with mashed avocado, a fried egg, and fresh veggies!",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/0c64f682-ab24-4808-aa09-291a0867cb63/Graintastic%20Organic%20%20Bread%2027%20oz']
0000000000009993,"Pre-Sliced Bagel Skinnys, 8 count",L'oven Fresh,,,https://www.aldi.us/product/l-oven-fresh-everything-bagel-skinny-s-13-oz-0000000000009993,2.99,2.99,USD,USA,Home > Healthy Living > Healthy Food & Snacks,"Start your day on a high note with these L'Oven Fresh Everything Bagel Skinnys! Each pre-sliced bagel slim is only 110 calories and is packed with flavorful everything bagel seasoning. Use yours in a savory bagel piled high with tangy cream cheese, sliced avocado, lox, and fresh greens!",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/49efb89c-7da9-46f5-b19a-1409930b81da/PreSliced%20Bagel%20Skinnys%20%208%20count']
0000000000010043,"Plain Protein Wraps, 12 oz",L'oven Fresh,12,oz,https://www.aldi.us/product/l-oven-fresh-plain-protein-wrap-0000000000010043,3.29,3.29,USD,,Home > Healthy Living > Healthy Food & Snacks,"L'oven Fresh Protein Wraps pack a punch with 12g of protein and 5g of net carbs per serving. These high-fiber wraps are the ideal base for your favorite fillings, from grilled chicken to fresh veggies. Perfect for a quick lunch or a light dinner, they keep you fueled and satisfied. Discover a new favorite with L'oven Fresh Protein Wraps and enjoy a nutritious meal every time.","['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/31c458d4-480b-4259-aed2-0ea55657c366/Plain%20Protein%20%20Wraps%2012%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/9635cf60-202f-41f0-9b45-ddd786c23e05/Plain%20Protein%20%20Wraps%2012%20oz']"
0000000000010092,"Kick it in the Ginger Shot, 2 fl oz",VitaLife,2,fl oz,https://www.aldi.us/product/vitalife-kick-it-in-the-ginger-shot-2-fl-oz-0000000000010092,2.09,2.09,USD,USA,Home > Healthy Living > Healthy Food & Snacks,"VitaLife Kick it in the Ginger Shot is a powerful, organic way to invigorate your day. With only 15 calories per serving, this shot is perfect for a quick energy lift. Enjoy it straight from the bottle for an invigorating start to your day or mix it into your favorite smoothie for an extra zing. Elevate your routine with this bold and refreshing ginger shot.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/a792cfc1-c7b4-4352-8a79-9f03d0b2cb6c/Kick%20it%20in%20the%20Ginger%20Shot%202%20fl%20oz']
0000000000010251,"Salted Caramel Keto Bar, 4 count",Elevation,,,https://www.aldi.us/product/elevation-salted-caramel-keto-bar-5-count-0000000000010251,,,USD,,Home > Healthy Living > Healthy Food & Snacks,"Enjoy a satisfying snack that curbs your cravings while keeping your nutritional goals with Elevation Salted Caramel Keto Bars from ALDI. Each bar offers a perfect blend of sweetness and a hint of salty goodness, making them an ideal treat for those on a keto diet. The perfect option for a convenient on-the-go delight or a delicious dessert that fits seamlessly into your lifestyle.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/1e660656-9517-4ca4-98b1-23f804be610c/Salted%20Caramel%20Keto%20Bar%204%20count']
0000000000010263,"The Golden Child Turmeric Shot, 2 fl oz",VitaLife,2,fl oz,https://www.aldi.us/product/vitalife-the-golden-child-turmeric-shot-2-fl-oz-0000000000010263,2.09,2.09,USD,USA,Home > Healthy Living > Healthy Food & Snacks,"VitaLife The Golden Child Turmeric Shot is a powerful blend of organic coconut water, pineapple juice, turmeric juice, lemon juice and ground black pepper. Each shot packs a zesty punch with just 15 calories. Start your day with this energy boost or add it to smoothies for an extra kick.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/693a47d4-76fd-4534-b730-3c4201501eaa/The%20Golden%20Child%20Turmeric%20Shot%202%20fl%20oz']
0000000000010509,"Sea Salt Cauliflower Crackers, 4 oz",Simply Nature,4,oz,https://www.aldi.us/product/simply-nature-sea-salt-cauliflower-crackers-4-oz-0000000000010509,,,USD,,"Home > Snacks > Chips, Crackers & Popcorn","Simply Nature Cauliflower Crackers offer a deliciously light, sea salt-flavored crunch. Made with cauliflower, these gluten-free crackers are perfect for pairing with your favorite dips or enjoying straight from the box. Indulge in a tasty, guilt-free treat that satisfies your cravings.","['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/670c28e5-da5b-4de0-a188-b8c9eb01af01/Sea%20Salt%20Cauliflower%20Crackers%204%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/4fcf5ee1-0a8e-488a-9d11-6939ea9a5445/Sea%20Salt%20Cauliflower%20Crackers%204%20oz']"
0000000000011410,"Chickpea Penne, 12 oz",Simply Nature,12,oz,https://www.aldi.us/product/simply-nature-chickpea-penne-12-oz-0000000000011410,,,USD,,"Home > Pantry Essentials > Pasta, Rice & Grains","Simply Nature Chickpea Penne is a delicious and nutritious pasta alternative. With 12g of protein per serving, it's a good source of iron and an excellent source of fiber. This gluten-free penne is perfect for your favorite pasta dishes, whether it's a classic marinara, a creamy Alfredo or a fresh pesto. Make your meals healthier and just as tasty with Simply Nature Chickpea Penne.","['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/96e38cc1-fa35-40b2-babe-fe56a7be30bc/Chickpea%20Penne%2012%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/4a7c28e5-fb22-4bc9-bfc4-bb2763c1673f/Chickpea%20Penne%2012%20oz']"
0000000000012202,"Low Sugar Vanilla Greek Yogurt, 32 oz",Friendly Farms,32,oz,https://www.aldi.us/product/friendly-farms-low-sugar-vanilla-greek-yogurt-32-oz-0000000000012202,5.49,5.49,USD,USA,Home > Healthy Living > Healthy Food & Snacks,"Start your morning off right with a scoop of this Friendly Farms Low Sugar Greek Yogurt! The fan-favorite low-fat Greek yogurt is rich, creamy, and packed with protein to satisfy you until lunch. Top yours with a sprinkle of granola and fresh berries for a healthy and delicious breakfast!",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/dadcadc4-a975-467f-af4d-a12b5ca998ff/Low%20Sugar%20Vanilla%20Greek%20Yogurt%2032%20oz']
0000000000012227,"Low Sugar Plain Greek Yogurt, 32 oz",Friendly Farms,32,oz,https://www.aldi.us/product/friendly-farms-low-sugar-plain-greek-yogurt-32-oz-0000000000012227,5.49,5.49,USD,USA,Home > Healthy Living > Healthy Food & Snacks,"Start your morning off right with a scoop of this Friendly Farms Low Sugar Greek Yogurt! The fan-favorite low-fat Greek yogurt is rich, creamy, and packed with protein to satisfy you until lunch. Top yours with a sprinkle of granola and fresh berries for a healthy and delicious breakfast!",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/0e5e74d7-ec57-4ba0-88cc-a8c9741ea02f/Low%20Sugar%20Plain%20Greek%20Yogurt%2032%20oz']
0000000000012917,"Atlantic Salmon Portions, per lb",ALDI,,,https://www.aldi.us/product/sea-queen-fresh-never-frozen-atlantic-salmon-0000000000012917,8.99,8.99,USD,,Home > Healthy Living > Healthy Food & Snacks,"Make this fresh Atlantic Salmon from ALDI the star of your next dinner party. The tender fish is delicious when pan-seared with a robust spice blend. Team it with fluffy rice, a roasted veggie medley, or creamy pasta for the perfect pairing everyone will love.","['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/fd9fc4a4-4b7b-405f-be6e-dce96b532b78/Atlantic%20Salmon%20Portions%20per%20lb', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/cc17a2fe-047a-494a-bc3d-f0fa31ae5de5/Atlantic%20Salmon%20Portions%20per%20lb', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/1b5a91d8-c811-46b8-9eaf-579b03572773/Atlantic%20Salmon%20Portions%20per%20lb', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/4aed26fb-5096-4026-8aea-9a2c99f28e7a/Atlantic%20Salmon%20Portions%20per%20lb']"
0000000000015936,"Chickpea Rotini, 12 oz",Simply Nature,12,oz,https://www.aldi.us/product/simply-nature-chickpea-rotini-12-oz-0000000000015936,,,USD,,"Home > Pantry Essentials > Pasta, Rice & Grains","Simply Nature Chickpea Rotini is a delicious gluten-free pasta alternative packed with 19g of protein per serving. High in iron and an excellent source of fiber, it’s perfect for a nutritious meal. Toss it with your favorite sauce and fresh veggies for a satisfying dinner. Enjoy a healthy and tasty pasta experience with Simply Nature Chickpea Rotini.","['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/ff1bd64d-14c2-472d-a7da-538710f78bfa/Chickpea%20Rotini%2012%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/0b5ec0c6-adea-46ea-abe9-f574f08abcdf/Chickpea%20Rotini%2012%20oz']"
0000000000016808,"Mashed Cauliflower, 16 oz",Park Street Deli,16,oz,https://www.aldi.us/product/kevin-s-natural-foods-mashed-cauliflower-0000000000016808,5.19,5.19,USD,USA,Home > Healthy Living > Healthy Food & Snacks,"Kevin's Natural Foods Mashed Cauliflower is your answer to a quick, delicious side dish ready in just 5 minutes. Made with cream, cheddar cheese and a hint of sea salt, it offers a rich, flavorful alternative to traditional mashed potatoes. Simply heat and serve for a convenient addition to any meal. This keto-friendly option is a smart choice for your next dinner.","['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/61df267d-ef4d-4914-876e-d2f7d2c9f372/Mashed%20%20Cauliflower%2016%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/a970b1f4-43aa-4576-a4ca-867f0fc22b42/Mashed%20%20Cauliflower%2016%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/e2bd9154-5f8b-40e6-9eea-07110c01fc5f/Mashed%20%20Cauliflower%2016%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/8bf02422-04e8-46b8-959b-c748819eae81/Mashed%20%20Cauliflower%2016%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/830901d4-d8cd-46b5-9ae1-33f09ac2eea2/Mashed%20%20Cauliflower%2016%20oz']"
0000000000017884,"Keto Friendly White Bread, 14 oz",L'oven Fresh,14,oz,https://www.aldi.us/product/l-oven-fresh-keto-friendly-white-bread-14-oz-0000000000017884,4.65,4.65,USD,USA,Home > Healthy Living > Healthy Food & Snacks,"Heard rumors about the famous “ALDI keto bread”? Enjoy our beloved and popular L’oven Fresh Keto Friendly Bread today alone, with your favorite spreads, or to make a delicious and hearty sandwich for breakfast, lunch or dinner. Product highlights: •Vegan •Keto friendly •Excellent source of fiber •5g of protein •9g of fiber •0g net carbs •Net weight: 14 oz",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/321598ac-5a81-4f3e-a08c-93f9fb32014b/Keto%20%20Friendly%20White%20Bread%2014%20oz']
0000000000017885,"Keto Friendly Wheat Bread, 14 oz",L'oven Fresh,14,oz,https://www.aldi.us/product/l-oven-fresh-keto-friendly-zero-net-carbs-wheat-bread-14-oz-0000000000017885,4.65,4.65,USD,USA,Home > Healthy Living > Healthy Food & Snacks,Keto Friendly Wheat Bread,['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/047efae9-5637-4774-9263-a360b896f2be/Keto%20%20Friendly%20Wheat%20Bread%2014%20oz']
0000000000020502,"Steamable Frozen Broccoli Stir Fry, 12 oz",Season's Choice,12,oz,https://www.aldi.us/product/season-s-choice-steamable-frozen-broccoli-stir-fry-12-oz-0000000000020502,1.65,1.65,USD,USA,Home > Frozen Foods > Frozen Vegetables,"Introducing Season's Choice Steamable Broccoli Stir Fry. This 12 oz pack features a vibrant mix of broccoli florets, sliced carrots, sugar snap peas and water chestnuts. Ideal for quick meals, just pop it into your stir fry for a delicious, nutritious boost or steam it to accompany your main dish. This blend guarantees a flavorful addition to any meal, making it an excellent choice for your freezer.",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/c8f734df-b4a1-4ea8-9dcf-b1f16bda5343/Steamable%20%20Frozen%20Broccoli%20Stir%20Fry%2012%20oz']
0000000000023947,"Lemon Lime Hydration with Electrolyte Drink Mix, 6 count",PurAqua,,,https://www.aldi.us/product/puraqua-lemon-lime-hydration-with-electrolyte-drink-mix-6-count-0000000000023947,3.19,3.19,USD,USA,Home > Healthy Living > Healthy Food & Snacks,PurAqua Hydration with Electrolytes Lemon Lime is your go-to drink mix for a refreshing hydration boost. Each packet is naturally flavored and packed with 5 essential vitamins and 3 times the electrolytes of traditional sports drinks. Mix one packet with 16 ounces of water and enjoy a revitalizing beverage that supports your active lifestyle. Perfect for workouts or anytime you need to stay hydrated.,"['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/41a4cd14-8d84-4ba3-9387-90d52af59f2d/Lemon%20Lime%20Hydration%20with%20Electrolyte%20Drink%20Mix%206%20count', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/32697c20-8cd5-4d86-97d2-2fc11c70ae6b/Lemon%20Lime%20Hydration%20with%20Electrolyte%20Drink%20Mix%206%20count', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/105ff390-4101-441d-845f-b6ce5f4dcafa/Lemon%20Lime%20Hydration%20with%20Electrolyte%20Drink%20Mix%206%20count', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/039820c5-cb43-4551-aa70-49a2a108ef8c/Lemon%20Lime%20Hydration%20with%20Electrolyte%20Drink%20Mix%206%20count']"
0000000000023948,"Passion Fruit Hydration with Electrolyte Drink Mix, 6 count",PurAqua,,,https://www.aldi.us/product/puraqua-passion-fruit-hydration-with-electrolyte-drink-mix-6-count-0000000000023948,3.19,3.19,USD,USA,Home > Healthy Living > Healthy Food & Snacks,"PurAqua Passion Fruit Hydration with Electrolytes Drink Mix is your go-to for a refreshing boost. Each stick is packed with 5 essential vitamins and 3 times the electrolytes of traditional sports drinks, all with 50% less sugar. It’s perfect for adding to your water bottle during workouts or busy days. Enjoy a flavorful and convenient way to stay hydrated.","['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/b1864f1c-8912-40a3-b3d3-855385999da9/Passion%20Fruit%20Hydration%20with%20Electrolyte%20Drink%20Mix%206%20count', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/e3013d7c-c526-4778-8d18-43b1b15063a0/Passion%20Fruit%20Hydration%20with%20Electrolyte%20Drink%20Mix%206%20count', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/98a40c03-79f1-485a-bbb4-c6ca001ecd8e/Passion%20Fruit%20Hydration%20with%20Electrolyte%20Drink%20Mix%206%20count', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/25e2fd39-1bb2-4ada-9370-3fe0b675e880/Passion%20Fruit%20Hydration%20with%20Electrolyte%20Drink%20Mix%206%20count']"
0000000000024414,"Organic Frozen Strawberries, 24 oz",Simply Nature,24,oz,https://www.aldi.us/product/simply-nature-organic-frozen-strawberries-24-oz-0000000000024414,6.59,6.59,USD,USA,Home > Frozen Foods > Frozen Fruit,"Meet your new favorite addition to smoothies and desserts. Simply Nature Organic Strawberries are unsweetened, making them a healthy choice for your recipes. Whether topping your morning cereal or blending into a refreshing smoothie, these strawberries are a versatile and delicious option. Keep a bag in your freezer for convenient, ready-to-use fruit that's both tasty and nutritious.","['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/1eca339c-cfcc-49e5-9d7a-600b38d82208/Organic%20Frozen%20%20Strawberries%2024%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/96e955d0-0c72-4e67-8508-48a0c2da8b8f/Organic%20Frozen%20%20Strawberries%2024%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/15e53054-a963-4de5-b758-84722a819b2b/Organic%20Frozen%20%20Strawberries%2024%20oz']"
0000000000029731,"Gluten Free Sea Salt Brown Rice Crisps, 7 oz",liveGfree,7,oz,https://www.aldi.us/product/livegfree-gluten-free-sea-salt-brown-rice-crisps-7-oz-0000000000029731,3.29,3.29,USD,USA,"Home > Snacks > Chips, Crackers & Popcorn","Complete your next charcuterie board with these LiveGFree Gluten Free Sea Salt Brown Rice Crisps! The certified gluten free rice crisps are made with a blend of brown rice, corn, flax seeds, quinoa, chia, and fresh sea salt. Team yours with creamy cheeses, cured meats, and dried fruits for the perfect party snack!","['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/1d2d68d7-c2e1-429e-b348-01a7c9a85d37/Gluten%20Free%20Sea%20Salt%20Brown%20Rice%20Crisps%207%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/208f305b-b9fb-401c-a060-a3077353f94b/Gluten%20Free%20Sea%20Salt%20Brown%20Rice%20Crisps%207%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/be569cd5-a73a-496f-89ca-77d49e4826eb/Gluten%20Free%20Sea%20Salt%20Brown%20Rice%20Crisps%207%20oz', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/e175f064-c0ba-480b-8e11-fb5046c088e1/Gluten%20Free%20Sea%20Salt%20Brown%20Rice%20Crisps%207%20oz']"
0000000000029867,Mango Lemonade Kombucha,Health-Ade,,,https://www.aldi.us/product/health-ade-holiday-cheers-kombucha-16-fl-oz-0000000000029867,2.89,2.89,USD,USA,Home > ALDI Finds > Food,,"['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/3042de7c-266d-455e-bcac-fb6d7b90ce0c/Mango%20Lemonade%20Kombucha', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/b63489fd-b2c1-4939-9ab0-55c287cf9c2c/Mango%20Lemonade%20Kombucha']"
0000000000031600,"Organic Maple Brown Sugar Instant Oatmeal, 8 count",Simply Nature,,,https://www.aldi.us/product/simply-nature-organic-maple-brown-sugar-instant-oatmeal-0000000000031600,2.19,2.19,USD,USA,Home > Breakfast & Cereals > Cereal & Oatmeal,"Simply Nature Organic Maple Brown Sugar Instant Oatmeal is your go-to for a quick, delicious breakfast. With 25g of whole grains per serving, this low-fat oatmeal is naturally flavored with other natural flavors. Start your day with a heart-healthy meal that’s ready in minutes. Enjoy it plain or add your favorite fruits and nuts for extra flavor. Make mornings easy and nutritious with Simply Nature Organic Maple Brown Sugar Instant Oatmeal.","['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/f8b7b18c-7fda-4f88-9d5a-484c92a0d458/Organic%20Maple%20Brown%20Sugar%20Instant%20Oatmeal%208%20count', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/e09bff4a-74db-42cb-b7c7-678a02ca3cfd/Organic%20Maple%20Brown%20Sugar%20Instant%20Oatmeal%208%20count']"
0000000000032085,"Reduced Sodium Soy Sauce, 15 fl oz",Burman's,15,fl oz,https://www.aldi.us/product/burman-s-reduced-sodium-soy-sauce-15-fl-oz-0000000000032085,1.75,1.75,USD,USA,Home > Pantry Essentials > Condiments & Dressings,"Enjoy your favorite meals while sticking to your health journey with Burman's Reduced Sodium Soy Sauce! The flavorful soy sauce is traditionally brewed and has 30% less sodium than standard soy sauce. Grab yours the next time you enjoy dumplings, sushi, or chicken & rice!",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/6c7c551c-5bcf-4846-93a8-11adc5bf4a8f/Reduced%20%20Sodium%20Soy%20Sauce%2015%20fl%20oz']
0000000000032089,"Soy Sauce, 15 fl oz",Burman's,15,fl oz,https://www.aldi.us/product/burman-s-soy-sauce-15-fl-oz-0000000000032089,1.75,1.75,USD,USA,Home > Pantry Essentials > Condiments & Dressings,"No pantry is complete without Burman's Soy Sauce! The all purpose soy sauce is made with a traditional recipe for a burst of flavor in every bite. Use yours to put the perfect finishing touch on a plate of sushi, or add a splash to a chicken marinade to instantly elevate your dinner!",['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/603035b2-3b41-4d2d-a722-8a37c05ff226/Soy%20%20Sauce%2015%20fl%20oz']
0000000000034425,"Original Low Carb Tortillas, 8 count",L'oven Fresh,,,https://www.aldi.us/product/l-oven-fresh-low-carb-tortillas-0000000000034425,3.65,3.65,USD,USA,Home > Healthy Living > Healthy Food & Snacks,"L'oven Fresh Original Low Carb Tortillas are a smart choice for those watching their carbs. With only 70 calories and 3g of net carbs per serving, these tortillas are a healthier option. Perfect for your wraps and quesadillas, these tortillas offer a delicious way to enjoy your favorite meals. Make healthy and tasty choices with L'oven Fresh.","['https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/61264ce1-6515-4de6-8c5b-7a26291ec6d4/Original%20Low%20Carb%20Tortillas%208%20count', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/cf927c08-8775-4d1d-a638-4ee1adf2d78c/Original%20Low%20Carb%20Tortillas%208%20count', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/4e6222c3-9e84-4a19-bcb1-682b6428905d/Original%20Low%20Carb%20Tortillas%208%20count', 'https://dm.cms.aldi.cx/is/image/prod1amer/product/jpg/scaleWidth/300/548d53ba-c96f-421e-b740-6961a9e1cff9/Original%20Low%20Carb%20Tortillas%208%20count']"
