price,description,specification,images,location,contact_info
,"EH2 gold package, EH controls, 2-speed, performance package, front electric plug, HD rear door, hydraulic coupler, Eh cab, LCD display, air suspension seat, HD lights, glass front door, 15.7"" track width, 78"" low profile extended lip bucket.","{'Year': '2024', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'TR310B', 'Condition': 'New', 'Stock Number': 'U24082', 'MLS Number': '13309437', 'Serial Number': 'NRM461366', 'Usage': '5 Hours'}","['https://d2uhsaoc6ysewq.cloudfront.net/61543/Skid-Steers-Case-TR310B-56360294.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/61543/Skid-Steers-Case-TR310B-56360303.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/61543/Skid-Steers-Case-TR310B-56360314.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/61543/Skid-Steers-Case-TR310B-56360317.jpg']"," Located in Anchorage, AK, US",+1 833-391-6364
,"EH2 gold cab package, E-H controls, 2 speed, performance package, front electric plug, HD rear door, hydraulic coupler, E-H cab, LCD display, air ride suspension, HD lights, glass door.","{'Year': '2024', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'TR310B', 'Condition': 'New', 'Stock Number': 'U24079', 'MLS Number': '13309435', 'Serial Number': 'NRM461063', 'Usage': '5 Hours'}","['https://d2uhsaoc6ysewq.cloudfront.net/61543/Skid-Steers-Case-TR310B-55003188.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/61543/Skid-Steers-Case-TR310B-55003189.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/61543/Skid-Steers-Case-TR310B-55003190.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/61543/Skid-Steers-Case-TR310B-55003191.jpg']"," Located in Anchorage, AK, US",+1 833-391-6364
,"tier 4 final engine, EH2 gold cab package , EH controls, 2-speed, front electric plug, HD rear door, hydraulic coupler, LCD cab display, air ride suspension seat, HD lights, glass front door, 12X16.5 HD tires, 78"" low profile extended lip bucket.","{'Year': '2024', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'SV280B', 'Condition': 'New', 'Stock Number': 'U24010', 'MLS Number': '13309396', 'Serial Number': 'NRM452784', 'Usage': '6 Hours'}","['https://d2uhsaoc6ysewq.cloudfront.net/61543/Skid-Steers-Case-SV280B-56362202.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/61543/Skid-Steers-Case-SV280B-56362203.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/61543/Skid-Steers-Case-SV280B-56362204.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/61543/Skid-Steers-Case-SV280B-56362205.jpg']"," Located in Anchorage, AK, US",+1 833-391-6364
,"EH controls w/2 speed, enhanced high flow package, HD rear door, hydraulic coupler, EH cab LCD display, air suspension seat, HD lights, Demo door, 84"" low profile extended lip bucket.","{'Year': '2023', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'TV450B', 'Condition': 'New', 'Stock Number': 'U23005', 'MLS Number': '13309417', 'Serial Number': 'NNM423808', 'Usage': '325 Hours'}","['https://d2uhsaoc6ysewq.cloudfront.net/61543/Skid-Steers-Case-TV450B-53740427.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/61543/Skid-Steers-Case-TV450B-53740428.jpg']"," Located in Anchorage, AK, US",+1 833-391-6364
6332295.97,"2021 CASE TV450V SKIDSTEER,AS IS, AS EQUIPPED,MULCHER NOT INCLUDED,NO ATTACHMENTS","{'Year': '2021', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'TV450B', 'Condition': 'Used', 'Stock Number': 'X24A1269', 'MLS Number': '12607693', 'Serial Number': 'NLM484105', 'Usage': '1,193 Hours', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43057/Skid-Steers-Case-TV450B-44335642.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43057/Skid-Steers-Case-TV450B-44335643.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43057/Skid-Steers-Case-TV450B-44335645.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43057/Skid-Steers-Case-TV450B-44335646.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43057/Skid-Steers-Case-TV450B-44335648.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43057/Skid-Steers-Case-TV450B-44335650.jpg']"," Located in Homer, AK, US",+1 855-942-4405
1330504.53,"2 Speed Travel,Auxiliary Hydraulics Flow - Standard Flow,Combined Hydraulics - Two Way,Coupler Type - Mechanical,Emissions Level - EPA - Tier4,Emissions Level - EU - Stage3b,Emissions Level - Japan - 2014 Regulation,Emissions Level - Korea - Korea-Tier4,Emissions Level - Switzerland - Switzerland,Grapple,Heater / Defroster,Lighting,Online Owner's Manual ,Product Link,Radio - Bluetooth,ROPS - Enclosed,Self Leveling,Ultra Low Sulfur Diesel Fuel","{'Year': '2018', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '236D', 'Condition': 'Used', 'Stock Number': 'MT37247A', 'MLS Number': '13500742', 'Serial Number': 'BGZ04264', 'Usage': '10,251 Hours', 'Drive Type': '4WD', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/54421/Skid-Steers-Caterpillar-236D-55964963.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54421/Skid-Steers-Caterpillar-236D-55964964.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54421/Skid-Steers-Caterpillar-236D-55964965.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54421/Skid-Steers-Caterpillar-236D-55964966.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54421/Skid-Steers-Caterpillar-236D-55964967.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54421/Skid-Steers-Caterpillar-236D-55964969.jpg']"," Located in St. John's, NL, Canada",+1 855-751-0993
7233352.50,"SKIDSTEER , CAB , HIGH FLOW HYDRAULICS, SOLID TIRES, PATTERN ADJUSTER, JOY STICK, 78"" BUCKET,FOB:,FLEET MAINTAINED - RECORDS AVAILABLE ON REQUEST,PRICE DOES NOT INCLUDE SALES TAX.,HOUR METER READING MAY VARY DUE TO ACTIVE INVENTORY,SOLD WHERE IS AS IS NO WARRANTY ","{'Year': '2023', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '332G', 'Condition': 'Used', 'Stock Number': '82-33204', 'MLS Number': '13286983', 'Serial Number': '1T0332GMAPF451336', 'Usage': '934 Hours', 'Fuel Type': 'Diesel', 'Drive Type': '4WD', 'Enclosed Cab': 'Yes', 'Telematics': 'Yes'}","['https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-53116092.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-53116093.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-53116094.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-53116095.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-53116096.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-53116097.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-53116098.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-53116099.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-53116100.jpg']"," Located in Juneau, AK, US",+1 833-446-2199
7233352.50,"SKIDSTEER , CAB , HIGH FLOW HYDRAULICS, SOLID TIRES, PATTERN ADJUSTER, JOY STICK, 78"" BKT,FOB:,FLEET MAINTAINED - RECORDS AVAILABLE ON REQUEST,PRICE DOES NOT INCLUDE SALES TAX.,HOUR METER READING MAY VARY DUE TO ACTIVE INVENTORY,SOLD WHERE IS AS IS NO WARRANTY ","{'Year': '2023', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '332G', 'Condition': 'Used', 'Stock Number': '82-33203', 'MLS Number': '13547197', 'Serial Number': '1T0332GMLPF451385', 'Usage': '447 Hours', 'Fuel Type': 'Diesel', 'Drive Type': '4WD', 'Enclosed Cab': 'Yes', 'Telematics': 'Yes'}","['https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-56655743.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-56655745.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-56655746.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-56655748.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-56655749.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-56655750.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-56655751.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-56655752.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-56655754.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-332G-56655755.jpg']"," Located in Juneau, AK, US",+1 833-446-2199
4340011.50,"SKIDSTEER GEHL, DUAL LEVER,CAB HEAT A/C SOLID TIRES, 74"" BKT,FOB:,FLEET MAINTAINED - RECORDS AVAILABLE ON REQUEST,PRICE DOES NOT INCLUDE SALES TAX.,HOUR METER READING MAY VARY DUE TO ACTIVE INVENTORY,SOLD WHERE IS AS IS NO WARRANTY ","{'Year': '2023', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'R165', 'Condition': 'Used', 'Stock Number': '82-16505', 'MLS Number': '13034289', 'Serial Number': 'GHL0R165F0D201085', 'Usage': '292 Hours', 'Fuel Type': 'Diesel', 'Drive Type': '4WD', 'Enclosed Cab': 'Yes', 'Air Conditioning': 'Yes', 'Heating': 'Yes'}","['https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49558168.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49558169.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49558170.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49558171.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49558172.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49558173.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49558174.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49558175.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49558176.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49558177.jpg']"," Located in Juneau, AK, US",+1 833-446-2199
4340011.50,"SKIDSTEER GEHL, DUAL LEVER,CAB HEAT A/C SOLID TIRES, 74"" BKT,FOB:,FLEET MAINTAINED - RECORDS AVAILABLE ON REQUEST,PRICE DOES NOT INCLUDE SALES TAX.,HOUR METER READING MAY VARY DUE TO ACTIVE INVENTORY,SOLD WHERE IS AS IS NO WARRANTY ","{'Year': '2023', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'R165', 'Condition': 'Used', 'Stock Number': '82-16504', 'MLS Number': '13034242', 'Serial Number': 'GHL0R165E0D201084', 'Usage': '356 Hours', 'Fuel Type': 'Diesel', 'Drive Type': '4WD', 'Enclosed Cab': 'Yes', 'Air Conditioning': 'Yes', 'Heating': 'Yes'}","['https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49557448.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49557449.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49557450.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49557451.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49557452.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49557453.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49557454.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49557455.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-49557456.jpg']"," Located in Juneau, AK, US",+1 833-446-2199
5953268.30,"JD325G, CANOPY,13"" TRACK ,JOYSTICK, MAN QT, 78"" BKT,FOB:,FLEET MAINTAINED - RECORDS AVAILABLE ON REQUEST,PRICE DOES NOT INCLUDE SALES TAX.,HOUR METER READING MAY VARY DUE TO ACTIVE INVENTORY,SOLD WHERE IS AS IS NO WARRANTY ","{'Year': '2022', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '325G', 'Condition': 'Used', 'Stock Number': '82-32505', 'MLS Number': '12010479', 'Serial Number': '1T0325GKCNJ424253', 'Usage': '180 Hours', 'Fuel Type': 'Diesel', 'Drive Type': 'Track', 'Enclosed Cab': 'No', 'Coupler': 'Yes'}","['https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-35944170.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-35944175.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-35944181.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-35944185.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-35944193.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-35944197.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-35944200.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-35944201.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-35944204.jpg']"," Located in Juneau, AK, US",+1 833-446-2199
3726272.50,"SKIDSTEER GEHL, DUAL LEVER, CAB HEAT A/C SOLID TIRES, 66""BKT,FOB:,FLEET MAINTAINED - RECORDS AVAILABLE ON REQUEST,PRICE DOES NOT INCLUDE SALES TAX.,HOUR METER READING MAY VARY DUE TO ACTIVE INVENTORY,SOLD WHERE IS AS IS NO WARRANTY ","{'Year': '2022', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'R165', 'Condition': 'Used', 'Stock Number': '82-16502', 'MLS Number': '12098159', 'Serial Number': 'GHL0R165K0D200789', 'Usage': '340 Hours', 'Drive Type': '4WD', 'Enclosed Cab': 'Yes', 'Air Conditioning': 'Yes', 'Heating': 'Yes'}","['https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-37000421.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-37000422.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-37000423.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-37000424.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-37000427.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-37000434.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-37000440.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-37000446.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R165-37000454.jpg']"," Located in Juneau, AK, US",+1 833-446-2199
2586471.50,"S450TX VERMEER TRACK LOADERW/ 36"" BUCKET,FOB:,FLEET MAINTAINED - RECORDS AVAILABLE ON REQUEST,PRICE DOES NOT INCLUDE SALES TAX.,HOUR METER READING MAY VARY DUE TO ACTIVE INVENTORY,SOLD WHERE IS AS IS NO WARRANTY ","{'Year': '2022', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'S450TX', 'Condition': 'Used', 'Stock Number': '82-45006', 'MLS Number': '12584024', 'Serial Number': '1VRD060BKN1002190', 'Usage': '351 Hours', 'Drive Type': '4WD'}","['https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Vermeer-S450TX-44137002.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Vermeer-S450TX-44137003.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Vermeer-S450TX-44137004.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Vermeer-S450TX-44137005.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Vermeer-S450TX-44137006.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Vermeer-S450TX-44137007.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Vermeer-S450TX-44137008.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Vermeer-S450TX-44137009.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Vermeer-S450TX-44137010.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Vermeer-S450TX-44137011.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Vermeer-S450TX-44137012.jpg']"," Located in Juneau, AK, US",+1 833-446-2199
4603042.50,"GEHL RT215 CAB W HEAT & AC  74"" D/C 16.2 CU FT BUCKET HI-FLOW AUX HYD,FOB:,FLEET MAINTAINED - RECORDS AVAILABLE ON REQUEST,PRICE DOES NOT INCLUDE SALES TAX.,HOUR METER READING MAY VARY DUE TO ACTIVE INVENTORY,SOLD WHERE IS AS IS NO WARRANTY ","{'Year': '2020', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'RT215', 'Condition': 'Used', 'Stock Number': '82-21503', 'MLS Number': '11123120', 'Serial Number': 'GHLRT215F00300506', 'Usage': '1,208 Hours', 'Drive Type': 'Track', 'Enclosed Cab': 'Yes', 'Air Conditioning': 'Yes', 'Heating': 'Yes', 'Auxiliary Hydraulics': 'Yes'}","['https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-26546902.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-26546905.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-26546909.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-26546913.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-26546914.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-26546915.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-26546919.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-26546921.jpg']"," Located in Juneau, AK, US",+1 833-446-2199
4603042.50,"ENCLOSED CAB, HEAT, AC, PILOT JOYSTICK CONTROLS, 74"" D/C 16.2 CU FT BUCKET            ,FOB:,FLEET MAINTAINED - RECORDS AVAILABLE ON REQUEST,PRICE DOES NOT INCLUDE SALES TAX.,HOUR METER READING MAY VARY DUE TO ACTIVE INVENTORY,SOLD WHERE IS AS IS NO WARRANTY ","{'Year': '2020', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'RT215', 'Condition': 'Used', 'Stock Number': '82-21501', 'MLS Number': '10640797', 'Serial Number': 'GHLRT215K00300489', 'Usage': '1,269 Hours', 'Drive Type': 'Track', 'Enclosed Cab': 'Yes', 'Air Conditioning': 'Yes', 'Heating': 'Yes'}","['https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-22561273.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-22561274.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-22561275.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-22561276.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-22561277.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-22561278.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-22561279.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-22561280.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT215-22561281.jpg']"," Located in Juneau, AK, US",+1 833-446-2199
6707290.50,"JD325G , CAB ,13"" TRACK , JOYSTICK, PWR BUCKET COUIPLER, 78"" BUCKET,FOB:,FLEET MAINTAINED - RECORDS AVAILABLE ON REQUEST,PRICE DOES NOT INCLUDE SALES TAX.,HOUR METER READING MAY VARY DUE TO ACTIVE INVENTORY,SOLD WHERE IS AS IS NO WARRANTY ","{'Year': '2023', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '325G', 'Condition': 'Used', 'Stock Number': '82-32508', 'MLS Number': '13034251', 'Serial Number': '1T0325GMVPJ435850', 'Usage': '119 Hours', 'Fuel Type': 'Diesel', 'Drive Type': 'Track', 'Enclosed Cab': 'Yes', 'Quick Coupler': 'Yes', 'Coupler': 'Yes'}","['https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-49557527.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-49557529.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-49557530.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-49557532.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-49557534.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-49557536.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-49557537.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-49557540.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-49557542.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-John-Deere-325G-49557544.jpg']"," Located in Sitka, AK, US",+1 833-446-2199
2270834.30,"GEHL SKIDSTEER RS105 HAND FOOT CONTROLS 60"" BKT, Solid Tires,FOB:,FLEET MAINTAINED - RECORDS AVAILABLE ON REQUEST,PRICE DOES NOT INCLUDE SALES TAX.,HOUR METER READING MAY VARY DUE TO ACTIVE INVENTORY,SOLD WHERE IS AS IS NO WARRANTY ","{'Year': '2020', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'R105', 'Condition': 'Used', 'Stock Number': '82-10501', 'MLS Number': '11708068', 'Serial Number': 'GHL0R105K0D182579', 'Usage': '720 Hours', 'Drive Type': '4WD', 'Enclosed Cab': 'No'}","['https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R105-32386971.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R105-32386972.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R105-32386973.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R105-32386974.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R105-32386975.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R105-32386976.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R105-32386977.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-R105-32386978.jpg']"," Located in Petersburg, AK, US",+1 833-446-2199
4340011.50,"GEHL RT135 TRACK LOADER , CAB , 60"" BKT , PWR TACH,FOB:,FLEET MAINTAINED - RECORDS AVAILABLE ON REQUEST,PRICE DOES NOT INCLUDE SALES TAX.,HOUR METER READING MAY VARY DUE TO ACTIVE INVENTORY,SOLD WHERE IS AS IS NO WARRANTY ","{'Year': '2023', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'RT135', 'Condition': 'Used', 'Stock Number': '82-13502', 'MLS Number': '13034241', 'Serial Number': 'GHLRT135A0D302640', 'Usage': '255 Hours', 'Fuel Type': 'Diesel', 'Drive Type': 'Track', 'Two-Speed': 'No', 'Enclosed Cab': 'Yes', 'Air Conditioning': 'Yes', 'Heating': 'Yes', 'Coupler': 'Yes'}","['https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT135-49557438.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT135-49557440.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT135-49557441.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT135-49557442.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT135-49557444.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT135-49557445.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT135-49557446.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/28475/Skid-Steers-Gehl-RT135-49557447.jpg']"," Located in Craig, AK, US",+1 833-446-2199
